NIS_CD,GENDER_CD,AGE_CD,ADULT_FL(18+),SENIOR_FL(65+),POPULATION_NBR,VACCINATED_FIRST_DOSIS_NBR,VACCINATED_SECOND_DOSIS_NBR,MUNICIPALITY,PROVINCE,REGION,EERSTELIJNSZONE
11001,M,30-39,1,0,772,25,23,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11001,M,10-19,0,0,632,0,0,Aartselaar,Antwerpen,Vlaams Gewest,RupeLaar
11008,V,20-29,1,0,1957,183,105,Brasschaat,Antwerpen,Vlaams Gewest,Noorderkempen
11053,M,10-19,0,0,945,0,0,Wuustwezel,Antwerpen,Vlaams Gewest,Noorderkempen
24001,V,60-69,1,0,1061,48,102,Aarschot,Vlaams-Brabant,Vlaams Gewest,Demerland
11039,V,10-19,0,0,858,1,0,Schilde,Antwerpen,Vlaams Gewest,Voorkempen
12025,M,60-69,1,1,1980,103,38,Mechelen,Antwerpen,Vlaams Gewest,Mechelen - Katelijne
13017,V,0-9,0,0,890,0,0,Kasterlee,Antwerpen,Vlaams Gewest,Middenkempen
11023,M,50-59,1,0,2049,47,45,Kapellen,Antwerpen,Vlaams Gewest,Noorderkempen
11021,M,30-39,1,0,370,19,13,Hove,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
11007,V,60-69,1,1,323,9,8,Borsbeek,Antwerpen,Vlaams Gewest,Zuidoostrand Antwerpen
13006,M,80-89,1,1,196,1,25,Dessel,Antwerpen,Vlaams Gewest,Baldemore
24094,M,10-19,0,0,798,0,1,Rotselaar,Vlaams-Brabant,Vlaams Gewest,Leuven Noord
23088,V,80-89,1,1,1051,130,151,Vilvoorde,Vlaams-Brabant,Vlaams Gewest,BraViO
12040,M,10-19,0,0,1399,0,0,Willebroek,Antwerpen,Vlaams Gewest,Klein-Brabant Vaartland
24059,M,50-59,1,0,1181,50,29,Landen,Vlaams-Brabant,Vlaams Gewest,Zuidoost Hageland
36006,M,20-29,1,0,577,20,13,Hooglede,West-Vlaanderen,Vlaams Gewest,Midden WVL
12002,V,40-49,1,0,776,82,59,Berlaar,Antwerpen,Vlaams Gewest,Pallieterland
